cena,lokacija,velikost,leto,vrsta,podvrsta,prodajalec,opis 
"649.000,00",RUDNIK,360,1996,Hiša, Vrstna,MESTO NEPREMIČNIN d.o.o. ,"Vrstna hiša na Rudniku(K+P+1, l. 1996) Prodamo stanovanjsko hišo s poslovnimi prostori, ki jo vrednoti posebna oblika, materiali visoke kakovosti ter lokacija. Hiša stoji pod Golovcem, hkrati pa blizu samega centra Ljubljane. Razporeditev sob je premišljena, spalni deli ter kopalnica so ločeni od dnevnih prostorov in se nahajajo v prvem nadstropju. Prostoren in svetel dnevni prostor s kuhinjo, v pritličju, nudi neposreden stik z vrtom, kjer lahko preživite sončne popoldneve. Zaradi same velikosti hiše, njene lege (končna) in vrta za njo ni čutiti, da je hiša vrstna. Veličino ji dodajata ovalnost prostorov in turen na strehi. OSNOVNE ZNAČILNOSTI Garaža ali pokrito parkirno mesto: da, garaža za 1 osebno vozilo, zunanja parkirišča Število spalnic: 2 (možna predelava v 3 spalnice) Število kopalnic: 1 kopalnica in dodatno ločen WC za goste VELIKOST PARCELE Površina zemljišča: 397 m2 POVRŠINA Skupne površine: 360 m2 Bivalne površine: 280 m2 Garaže in kleti: 80 m2 RAZPOREDITEV SOB 1. ETAŽA: garaža in klet, v skupni izmeri 80 m2, in poslovni prostor (predprostor, soba 60 m2 in soba 30 m2 ) v skupni izmeri 100 m2, z dvojimi sanitarijami 2. ETAŽA: zelo velika kuhinja s panoramskimi vrati na teraso in vrt za hišo, spalnica, kopalnica s tuš kabino in velika dnevna soba z ovalnim delom. Ob hiši, nad poslovnim prostorom, 100 m2 nepokrite terase 3. ETAŽA: velika kopalnica s kadjo in tuš kabino, WC, dve spalnici, utility, garderobna soba in velika ovalna pisarna OPREMA Oprema vključena v ceno: da / Vsa vgradna oprema je vključena v ceno in ostane v hiši Klima: da, nameščena je na hodniku Vsa oprema je dobro ohranjena PRENOVA l. 2013: obnova pisarniškega dela l. 2007: menjava kuhinje PRIKLJUČKI Internet: optika Ogrevanje: mestni plin LEGA VZHOD: dnevno-bivalni prostor, vrt, terasa INFRASTRUKTURA V bližini se nahaja vsa potrebna infrastruktura (trgovina, LPP, šola, vrtec, fakultete, sprehajalne poti, Park Ježica, RIC Sava, itd.). Lega pod Golovcem, kjer se nahaja hiša, nudi veliko možnosti za sprehode in preživljanje prostega časa v naravi. Hiša je le nekaj minut oddaljena od centra mesta in ima hiter dostop do obvoznice.   DODATNO Vpisano v ZK in brez bremen. Vseljivo takoj. OSTALO PONUDBO NAŠIH NEPREMIČNIN, NOVOGRADENJ TER ISKALCEV NEPREMIČNIN SI LAHKO OGLEDATE NA SPODNJI POVEZAVI NAD REFERENČNO ŠTEVILKO!"
"659.000,00",RUDNIK,360,1996,Hiša, Vrstna,Mreža nepremičnin d.o.o. ,"Vrstna hiša, 360 m2, Rudnik Na mirni z zelenjem obdani sončni lokaciji na Rudniku prodamo končno vrstno hišo, zgrajeno l. 1996 in l. 2013 delno obnovljeno. Hiša je trenutno zasnovana kot enostanovanjska s poslovnim prostorom. Hiša z zemljiščem ima velik potencial saj se enostavno spremeni v dvostanovanjsko.  Površina nepremičnine  Hiša je sestavljena iz treh etaž (P+1+M), obsega 280 m2 uporabne površine.  	Zemljišče v velikosti 397 m2 zajema površino pod objektom, tlakovano teraso ter vrt za hišo Razporeditev prostorov  Pritličje obsega garažo za dva avtomobila in kletne prostore v skupni izmeri 80m2, ter dodatni poslovni prostor z dvojnimi sanitarijami v skupni izmeri 100m2. 1. Nadstropje obsega kuhinjo z jedilnico, ločeno dnevno sobo, spalnico ter kopalnico s tušem. Iz jedilnice je izhod skozi panoramska vrata na tlakovano teraso in naprej na velik ozelenel vrt. 	Mansarda obsega predsobo, dve spalnici, garderobno sobo, utility ter veliko pisarno ali dodatno sobo, kopalnico s tušem in banjo ter ločen wc. Parkiranje je možno pred objektom ter v garaži za dva avtomobila. Oprema in prenova Hiša se prodaja delno opremljena (vgradna oprema ostane) in je delno prenovljena l.2013.  Več o lokaciji Objekt se nahaja na Rudniku, v bližini mestne vpadnice Ljubljana-jug in trgovsko nakupovalnega centra ter je le nekaj minut vožnje oddaljena od centra mesta. V bližini se nahaja vsa potrebna infrastruktura (trgovina, LPP, center mesta, šola, vrtec, sprehajalne poti, gozd, , itd.).  Priključki  Internet-optika. Ogrevanje – mestni plin.  Pravno stanje Vpisano v ZK.  Vljudno vabljeni na ogled!   Za vse dodatne informacije pokličite na 051364762 ali pišite na mail dragana@mreza.com  Ponudbeni pogoj prodajalca: kupec je dolžan povrniti del stroška prodaje v višini 2%, obračunano od pogodbene vrednosti."
"540.000,00",RUDNIK,360,1982,Hiša, Samostojna,"STAN nepremičnine d.o.o., Ljubljana "," Odlično vzdrževana hiša (prvi lastnik) ima dve ločeni stanovanjski enoti.  V pritličju sta dve garaži, kotlovnica in dodatni večnamenski prostor velikost 40 m2, ki lahko služi kot delavnica, dodatna garaža, ipd. Delno podkleten del (5,6 m2 stojne višine) služi kot klet.  V 1.nadstropju je 3,5 sobno stanovanje: predsoba, kopalnica, kuhinja z jedilnico, velika dnevna soba, dve spalnici, dva balkona.  Mansarda ponuja 3 sobno stanovanje: predsoba, kopalnica, kuhinja z jedilnico in 3 spalnice.   Ogrevanje na kurilno olje, možnost prehoda na zemeljski plin (priključek na hiši).  Hiša ima napeljano optiko.  Parket obnovljen in vzdrževan. Okna in rolete obnovljene l.1990.  Primerno za razširjeno družino ali takojšnjo oddajo najemnikom. V agenciji Stan nepremičnine vam ponujamo BREZPLAČEN POSVET pri prodaji vaše nepremičnine in nakupu nepremičnine, ki najbolj ustreza vašim željam in življenjskem slogu. Stopite v stik z nami in si rezervirajte vam ustrezen termin.    "
"840.000,00",RUDNIK,400,1995,Hiša, Samostojna,RCN d.o.o. ,"V mirni stanovanjski soseski na sončni strani Golovca posredujemo pri prodaji prestižne in prostorne stanovanjske hiše. Hišo je možno spremeniti tudi v dvostanovanjsko hišo. Glavni bivalni del, vključno s prostranim vrtom je dvignjen in omogoča lep razgled po soseski in proti Krimu. V bližini se nahajajo šola, vrtec, dobro organiziran javni prevoz (avtobus), številne trgovine in druge storitvene dejavnosti.  Hiša je izdelana z visoko-kakovostnimi materiali (parketi, keramika, vgradne luči), ima radiatorsko ogrevanje (plinovod), opremljena pa je tudi z videonadzorom in alarmom.  Notranjost je svetla in razgibana, saj medetaže dodajo pridih odprtosti in boljše povezanosti posameznih prostorov.    Razporeditev prostorov:   v pritličju je velik, svetel dnevno bivalni prostor z izhodom na vrt ter v medetaži spalnica s kopalnico,  	v prvem nadstropju so tri otroške spalnice s kopalnico, 	v mansardi se nahaja svetel multifunkcijski prostor, ki se lahko prilagodi potrebam posameznika (bralnemu kotičku s knjižnimi policami, atelje ipd.) V polkleti je prostor za parkiranje dveh vozil (garažni mesti), tehnični prostor za shranjevanje in podporne aktivnosti (pralnica, sušilnica), večji odprt del pa je namenjen rekreaciji in sprostitvi (infra savna).  Ob hiši je manjše zunanje zasebno parkirišče, kjer je možno parkirati 3 vozila.  Za več informacij smo vam na voljo, lepo vabljeni k ogledu in nakupu !"
"cca 820.000,00","RUDNIK, OB OBVOZNICI IN BLIZU CENTRA",360,1996,Hiša, Vrstna,Zasebna ponudba,"Prostorna končna vrstna hiša z velikimi svetlimi prostori in visoko kakovostnimi materiali časa v katerem je bila grajena. V pritličju enota 115m2, velika garaža z dva avtomobila in 80m2 kleti. V prvem nadstropju ovalna dnevna soba v povezavi s kuhinjo, ki se panoramsko odpira na velik vrt, ki meji na pašnik in gozd. Iz kuhinje po celi dolžini hiše 140m2 odprte terase. Poleg v pritličju še spalnica in manjša kopalnica. V drugem nadstropju dve spalnici, velika rustikalna kopalnica, wc, ovalna skupna soba, garderobna soba in pralnica. Stavba ima v sami obliki - zvonasta oblikovan del strehein ovalne oprostore in notranjimi dodatki poseben čar in utrip. Večji del hiše obnovljen l.2008, en del l.2013. Hiša primena za družino, ki ljubi odprtost in razgibanost prostorov, kakovostno zasnovo in intimo vrta v naravi. Možnost dodatne vrednosti v pritličju hiše kjer so zasnovani prostori za mirno dejavnost. CK na mesti plinovod, kabelski internet. Vabljeni na ogled in nakup."
"499.000,00","RUDNIK, PERUZZIJEVA",300,1965,Hiša, Samostojna,"Nepremičninska agencija ""TLORIS"" Miro Torić s.p. ","Smo ekskluzivni pooblaščenci za prodajo, prosimo vas, da si ne ogledujete hiše brez predhodnega dogovora Pogoj lastnika, da kupec poleg plačila cene, dogovorjene v pogodbi o prodaji nepremičnine, prevzame še obveznosti plačila davka na promet nepremičnin v višini 2 % od pogodbene cene. Če se v trenutku Vašega telefonskega klica se ne bomo utegnili odzvati, Vas prosimo za kratko sporočilo na tel. Št. 040 862 780, povratno boste poklicani v najkrajšem izvedljivem času. Želite prodati svojo nepremičnino? Pokličite, tel. 040 862 780, in se dogovorite za termin z našimi nepremičninskimi strokovnjaki, ki so vam na voljo za vsa vprašanja in posvet pred prodajo. (BREZPLAČNO). Hvala za zaupanje, se priporočamo!"
"379.000,00","BTC, ŠMARTNO OB SAVI","136,4",2022,Hiša, Dvojček,"Stoja trade, d.o.o., Ljubljana ","Prodamo izredno kvalitetno in moderno zasnovan nizkoenergijski dvojček na mirni in zeleni lokaciji v gradnji. Na voljo bosta dva dvojčka, torej skupno 4 enote, ki bodo za oglaševano ceno dokončane do III. podaljšane gradbene faze (okna, fasada, streha, dovozi in osnovna ureditev okolice). Objekta bosta locirana v bližini LPP avtobusne postaje (cca. 500 m št. 12), nogometnega igrišča, sprehajalno-kolesarskih poti z napravami za rekreacijo ter igrali ob Savi. Do šole (Nove Jarše) pa je cca. 1.300 m, pri čemer šolski avtobus pobira otroke cca. 30 m od hiše.    Hiše bodo izredno kvalitetno in klasično grajene s Styrodur izolacijo pod temeljno ploščo (10 cm) ter 20 cm EPS (stiropor) fasadne izolacije v kombinaciji z lesenimi oblogami. Streha bo ravna s 30 cm toplotne izolacije in PVC folijo z nasutim rečnim prodcem. Balkonske oz. terasne ograje bodo izvedene iz kaljenega stekla, panoramska okna bodo 3-slojna s Schüko profili z žaluzijami (krpanke) na elektro pogon, vhodna vrata pa proizvajalca Pirnar v ALU izvedbi. Dovoze z dostopi do glavnih vhodov   bodo krasile tlakovane plošče velikega formata. Zunanje ograje bodo kombinacija 3D žičnih panelov in gabionov polnjenih s kamenjem.     Hiše bodo imele predpripravo za gretje preko toplotnih črpalk in prezračevanjem z rekuperacijo. Višina stropov v pritličju je predvidena na 2,75 m, v nadstropju pa na 2,60 m. Dokončanje do 3. podaljšane faze pa je predvideno do meseca maja 2022.     Funkcionalna razporeditev prostorov obsega pritličje, kjer je lociran izredno prostoren dnevno-bivalen poslovni prostor (cca. 50 m2) s kuhinjo, jedilnico ter izhodi na pokrito teraso z zelenico, tehnični prostor in dnevne sanitarije. Nadstropje pa obsega galerijo, utiliti, dve mladinski sobi z lastno kopalnico ter glavno spalnico z lastno kopalnico in walk-in garderobo, pri čemer imata ena od otroških sob ter glavna spalnica izhoda na skupno teraso (cca. 13 m2).     Vsaki hiši bodo pripada 4 parkirna mesta, možna je tudi izvedba na ključ po dogovoru z investitorjem. Kupec ne plača provizije, oglaševana cena je za eno enoto št. B2 in že vključuje 9,5% ddv, vabljeni k ogledu! "
"345.000,00","RUDNIK, TOMIŠELJ",155,2012,Hiša, Dvojček,Zasebna ponudba,"Prodamo hišo, enoto dvojčka, velikosti 155 m2 s pripadajočim zemljiščem 241 m2. Gre za nizkoenergijsko hišo, ki je  zgrajena iz masivnega lesa s klasično zaključno fasado. Hišo oblikuje praktčna zasnova z velikimi zunanjimi steklenimi površinami, odprtimi in med sabo povezanimi prostori s stropovi višine 2.8 m, kar daje hiši zračnost in toplino ter tako zagotavlja odlično stanovanjsko klimo. Hiša je zasnovana P+1+M z zelenim atrijem cca. 120m2, leseno teraso 30m2 in prostorom pred hišo, ki omogoča parkiranje 3 vozilom. V pritličju se nahaja velik odprt dnevno bivalni prostor s kaminom, ki zajema kuhinjo, jedilnico, dnevno sobo. V pritličju se nahaja tudi WC ter notranja shramba (utility). Iz dnevnega prostora je možno z 2 ločenima izhodoma dostopati na atrij in teraso. V nadstropju hiše se nahajajo 3 sobe ter 2 kopalnici. Otroški sobi sta velikosti 20 m2 in 16 m2 ter spalnica 20 m2 z ločeno kopalnico. V mansardi se nahaja večja soba 24 m2 ter WC. Prostor za shranjevanje športne opreme,vrtne opreme ipd. se nahaja v zunanji shrambi 8 m2 ter v mansardi 35 m2.   Hiša je opremljena z naravnimi kvalitetnimi materiali, ki dopolnjujejo njeno osnovno zasnovo. Bivalni prostori so opremljeni z oljenim hrastovim rustikalnim parketom, vhod v hišo in toaletne prostore pa s keramiko. Kopalnici in Wcja sta opremljena s sanitarno opremo Catalano in Hans Grohe vodo varčnimi armaturami. Hiša je v celoti osvetljena z LED svetilkami. Ogrevanje hiša je talno, za katero skupaj z ogrevanjem vode skrbi toplotna črpalka. Na strehi hiše so nameščene tudi celice za toplo vodo. Tako zasnovana oprema dodatno k osnovno nizkoenergijski gradnji hiše dodatno zagotavlja nizke obratovalne stroške. Hiša ima vse priključke, ki omogočajo udobno sodobno življenje. Lastništvo je ZK urejeno. Hiša, kot lokacija, je idealna za osebe (družino), ki uživajo v naravi, naravnih materialih, a si istočasno želijo bližino mesta. Hiša je od Supernove Rudnik oddaljena 10 min vožnje. Prodaja brez posrednikov. "
"650.000,00",SADINJA VAS,360,1994,Hiša, Samostojna,LJUBLJANA NEPREMIČNINE d.o.o. ,"Na idilični lokaciji, pa vendar le 12 min do centra mesta prodamo poslovno-stanovanjski objekt, ki nudi ugodno bivanje in omogoča veliko paleto opravljanja različnih dejavnosti. Samostojna, kvalitetno grajena hiša ima v pritličju poslovni del, v nadstropju pa stanovanjski del. Stanovanjski del obsega cca 180 m2 in se sestoji iz udobnega bivalnega dela, cca 80m2, ki obsega kuhinjo, jedilnico in dnevno sobo s kaminom, od tu je tudi izhod na prostorno teraso. Obsega še spalnico, dve otroški sobi, ločen WC in kopalnico s tušem, banjo, WC-jem in bidejem. V tem delu je tudi utility in delovni kot. Spodnji del hiše je poslovni z dvema mehaničnima delavnicama (višina stropov 4,2 m), pisarno, WC-jem, tušem, skladiščem, kurilnico, klubsko sobo, hodnikom in shrambo. Za hišo je urejena brunarica, 24m2, v kateri je urejena kuhinja in soba, ter ogrevanje. Okolica hiše je urejena, posest je v celoti ograjena. Pred hišo je tlakovano dvorišče, ki omogoča parkiranje za 6 in več avtomobilov. Poslovni prostori so tudi z dokumentacijo urejeni in vam omogočajo hiter začetek ali pa nadaljevanje poslovne dejavnosti. Lahko pa se predelajo v stanovanje. Vredno ogleda in nakupa!  Pogoj prodajalca za sklenitev posla: Kupec plača davek na promet nepremičnin v višini 2 % prodajne cene."
"500.000,00",SAVLJE,"126,5",1920,Hiša, Samostojna,Lares nepremičninska družba d.o.o. ,"V Savljah prodamo kmetijo, ki obsega starejšo a obnovljeno stanovanjsko hišo in več gospodarskih poslopij, ki so postavljena v neposredni bližini. Kmetiji pripada večja površina najboljših kmetijskih zemljišč, ki pa se nahajajo v bližnji okolici. Nekaj od celotnih 7 ha zemlje predstavljajo tudi gozdne površine. Kmetija se nahaja na dobri lokaciji in je primerna za novega lastnika, ki bi se ukvarjal s kmetijstvom - predvsem poljedelstvom. Hiša je v dobri kondiciji. Prostori v hiši so svetli, sobe so velike . Ogrevanje je urejeno delno na trda goriva, z možnostjo avtomatskega preklopa na člinsko ogrevanje."
"380.000,00",SAVLJE,200,1974,Hiša, Samostojna,Zasebna ponudba,
"1.690.000,00",SAVLJE,380,2009,Hiša, Samostojna,Rocco nepremičnine d.o.o. ,"V Savljah prodamo sodoben objekt, ki prepriča z moderno zasnovo, edinstvenimi arhitekturnimi elementi in izjemnimi pogledi. Idilična lokacija ima dobro povezavo do središča mesta in AC ringa, a je hkrati toliko na obrobju mesta, da je obdana z zelenimi površinami. Velika prednost bivanja na tej lokaciji je udoben in diskreten luksuzen dom. Vila z nevpadljivo zunanjostjo v notranjosti nudi vrhunsko udobje.  Vila se ponaša z vrhunsko zasnovanim, uporabnim tlorisom in se razteza na 380 m2. Pritlična etaža zajema utility, kolesarnico, pralnico ter ločen 3-sobni apartma, ki trenutno služi poslovnim prostorom. V 1. in 2. nadstropju se nahajata garsonjera ter 3-sobno stanovanje, ki prepriča z izjemnim, do nemške ceste, nezastrtim razgledom. Spalnici 3-sobnega stanovanja imata prostorno, z vrhunskimi materijali opremljeno, en suite kopalnico. Prostoren dnevno bivalni del je opremljen s kaminom, ki prostoru podari še večjo domačnost. V kleti se nahajajo savna, jacuzzi in predel za fitnes. V vseh treh bivalnih etažah vile se lahko uredi popolnoma ločeno 2- ali 3-sobno stanovanje, saj so za takšen morebitni namen že predpripravljene vse instalacije ter ločeni vhodi. Iz kleti, pritličja in 1. nadstropja imamo izhod na lep in urejen, 130 m2 velik, terasast vrt, posejan z drevesi, ki je prava oaza miru in zelenja.  Ogrevanje je urejeno preko toplotne črpalke in rekuperacije, ki omogočata precejšnje energijske prihranke pri ogrevanju. Hiša je namenjena zahtevnim kupcem, ki želijo dobro razporeditev prostorov, vrhunsko udobje in zasebnost. Vljudno vabljeni na ogled!"
"649.000,00",SOSTRO,"258,7",1994,Hiša, Samostojna,Rojal invest d.o.o. ,"Prodamo poslovno stanovanjsko hišo z avtomehanično delavnico in avtopralnico, ki jo je možno predelati v samopostrežno avtopralnico. Hiša se nahaja na lepi, sončni in mirni lokaciji s pogledom na zeleni pas, v bližini obvoznice. Na zemljišču se nahaja velik sadno-zelenjavni vrt z lepo leseno brunarico. Nepremičnina je prosta vseh bremen. Možna menjava za stanovanje, z doplačilom.  Bivalni del obsega 161,5 m2 , od tega bivalni prostor 118 m2, terasa 24,8 m2, klet 24,8 m2, poslovni del 97,2 m2, brunarica pa cca 25 m2.    Cena: 649.000 EUR    Koda: A2    Zaračunamo posredniško storitev v višini 4%+DDV, na način, da se provizija enakovredno deli med prodajalca in kupca (2%+2%+DDV).  "
"cca 649.000,00",SOSTRO,320,1995,Hiša, Samostojna,1A Nepremičnine d.o.o. ,"Nepremičnina se nahaja v manjšem zaselku, 400m od obvoznice v mirnem in zelenem okolju.  Nepremičnina je zasnovana kot enostanovanjska hiša z urejenim vrtom, dvoriščem in parkišičem, kjer se nahaja letna kuhinja z nadkrito teraso, nadstrešek za parkiranje 2 vozil, zunanji jacuzzi s tušem ter manjšim zelenjavnim vrtom za hišo.  V kletnih prostorih se nahaja velika shramba, kurilnica in utility ter soba za sproščanje s finsko savno, IR savno, tuš in prostor za relax.  V pritličju se nahja hodnik, velika dnevna soba povezana s kuhinjo in jedilnico ter izhodom na zunanjo teraso, spalnica, kopalnica, ter garderobna soba ali soba za goste.  V nadstropju pa se nahajajo glavna spalnica (površine cca. 50m2), 2 sobi z izhodom na balkon in kopalnica.  Ogrevanje s pomočjo CK na nafto, talno gretje pod keramiko, preostalo radiatorji.  5 klimatskih naprav za hlajenje. Pogoj prodajalca za prodajo nepremičnine je, da kupec prevzame in plača del stroškov v zvezi s prodajo nepremičnine"
